Object	Pr[possible]	Pr[verylikely]	Pr[likely]	Pr[unlikely]	Pr[veryunlikely]	DS Cost	MajorityVote Cost	NoVote Cost
Qazi Nisar Ahmed:Ahmed Ali	4.9E-4	0.0	0.0	0.01522	0.98429	0.031905911599999996	1.46	1.3505112869140814
Qazi Nisar Ahmed:Ahmed Osman	0.00903	0.0	0.0	0.66097	0.33	0.4600969182	0.9000000000000001	1.3505112869140814
Qazi Nisar Ahmed:Leila Ahmed	0.06529	0.0	0.0	0.86251	0.0722	0.2560287518	1.6000000000000005	1.3505112869140814
Qazi Nisar Ahmed:Nisar Ahmed	3.0E-5	0.00134	0.99863	0.0	0.0	0.0027364069999999997	0.8200000000000002	1.3505112869140814
Qazi Nisar Ahmed:Nisar Ahmed Khan	0.0064	0.0	0.99356	4.0E-5	0.0	0.012877049599999999	1.1358024691358024	1.3505112869140814
Qazi Nisar Ahmed:Nisar Bazmi	0.0111	0.0	0.0	0.8501	0.1388	0.2610227	0.8400000000000003	1.3505112869140814
Qazi Nisar Ahmed:Qazi Ahmed Akbar Jatial	0.38064	0.0	0.01734	0.56992	0.03209	0.5753740036	1.7200000000000006	1.3505112869140814
Qazi Nisar Ahmed:Qazi Markouizos	3.2E-4	0.0	0.0	0.636	0.36368	0.46347351039999996	1.2800000000000002	1.3505112869140814
Qazi Nisar Ahmed:Syed Nisar	0.17189	0.0	0.0	0.77696	0.05115	0.38175501079999996	1.5800000000000007	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Al-din Muhammad Al-Hasani	0.0	0.99903	9.7E-4	0.0	0.0	0.0019381182	1.1800000000000002	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Aldin Muhammad Alhasani	0.1825	0.0	0.81749	1.0E-5	0.0	0.2984201996	1.7000000000000004	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Khalifah Abdul Hakim	4.0E-5	0.0	0.0	0.03453	0.96543	0.06682982700000001	1.08	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Mohammed Ali Al-Hasani	0.85532	0.0	0.14462	6.0E-5	0.0	0.24753010400000003	1.3400000000000005	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Moulay Ahmed El Hassani	0.00179	0.0	0.0	0.7996	0.1986	0.321885664	1.0	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Muhammad Jamal Qiwam	0.00492	0.0	0.0	0.77989	0.21519	0.347558115	1.4800000000000004	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Qiwam	0.19612	0.0	0.80388	0.0	0.0	0.3153138912	1.2800000000000002	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Seif Alhasani	0.01294	0.0	0.0	0.91318	0.07387	0.1623698228	1.1600000000000001	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Selam Al Hasani	0.00486	0.0	0.0	0.83782	0.15732	0.274813596	0.6799999999999999	1.3505112869140814
Qiwam Al-din Muhammad Al-Hasani:Shaykh Badr Al-din Al-Hasani	0.19976	0.0	7.4E-4	0.77147	0.02803	0.37656704299999993	1.3200000000000003	1.3505112869140814
Qurat-ul-Ain Haider:Ain Haider	0.00263	0.0	0.99737	0.0	0.0	0.0052461662	1.0000000000000004	1.3505112869140814
Qurat-ul-Ain Haider:Haddi Bin Hadiddi	0.00555	0.0	0.0	0.18866	0.8058	0.32402734199999994	1.7000000000000004	1.3505112869140814
Qurat-ul-Ain Haider:Haider Ala Hamoudi	0.02275	0.0	0.0	0.29451	0.68274	0.4776770598	1.6000000000000005	1.3505112869140814
Qurat-ul-Ain Haider:Haider Ali	0.23182	0.0	0.0	0.66202	0.10616	0.545939084	1.2600000000000002	1.3505112869140814
Qurat-ul-Ain Haider:Qurat Ul Ain Haider	0.0	0.99992	8.0E-5	0.0	0.0	1.599872E-4	0.19753086419753088	1.3505112869140814
Qurat-ul-Ain Haider:Qurat Ul Ain Khan	0.88738	0.0	0.00366	0.10894	2.0E-5	0.20150864479999997	1.4000000000000008	1.3505112869140814
Qurat-ul-Ain Haider:Qurat-ul-Ain Balouch	0.13084	0.0	1.0E-5	0.86058	0.00857	0.24446966500000006	1.3000000000000003	1.3505112869140814
Qurat-ul-Ain Haider:Quratulain Haider	0.0	0.99992	8.0E-5	0.0	0.0	1.599872E-4	0.375	1.3505112869140814
Qurat-ul-Ain Haider:Rashid	0.0	0.0	0.0	0.00146	0.99854	0.0029157367999999998	0.7901234567901235	1.3505112869140814
Qurat-ul-Ain Haider:Ul Ain	0.03022	0.0	0.96971	7.0E-5	0.0	0.058885021999999995	0.84	1.3505112869140814
Raja Sikander Zaman:Fakhar Zaman	0.03825	0.0	4.0E-5	0.9237	0.03801	0.1468582284	1.1358024691358024	1.3505112869140814
Raja Sikander Zaman:Nada Sikander	0.03085	0.0	0.0	0.92021	0.04894	0.1528863078	0.7901234567901234	1.3505112869140814
Raja Sikander Zaman:Najam	0.0	0.0	0.0	0.01281	0.98719	0.0252918078	0.68	1.3505112869140814
Raja Sikander Zaman:Qamaal Mustafa Sikander	0.00138	0.0	0.0	0.28925	0.70938	0.4150904376	0.92	1.3505112869140814
Raja Sikander Zaman:Raja	0.66641	0.0	0.31154	0.02203	2.0E-5	0.47213325099999987	0.8400000000000002	1.3505112869140814
Raja Sikander Zaman:Raja Aamir Zaman	0.03716	0.0	0.01649	0.92367	0.02268	0.17831074999999996	1.5400000000000003	1.3505112869140814
Raja Sikander Zaman:Raja Ali	0.02148	0.0	0.0	0.93975	0.03877	0.11657099339999999	0.691358024691358	1.3505112869140814
Raja Sikander Zaman:Raja Sikandar Zaman	0.0	1.0	0.0	0.0	0.0	0.0	0.39506172839506176	1.3505112869140814
Raja Sikander Zaman:Rumi Zaman	0.01366	0.0	1.0E-5	0.86145	0.12489	0.24557400920000005	1.3800000000000003	1.3505112869140814
Raja Sikander Zaman:Sikander Malik	0.80981	0.0	0.0	0.18601	0.00417	0.3163244704	0.8888888888888888	1.3505112869140814
Rasoul Dehghani:Abbas Rasouli	2.0E-4	0.0	0.0	0.13767	0.86213	0.23812364619999996	1.0599999999999998	1.3505112869140814
Rasoul Dehghani:Haseeb Rasoul Fzc	0.00213	0.0	0.0	0.82827	0.1696	0.2859226062	1.0	1.3505112869140814
Rasoul Dehghani:Hesam Dehghani	0.00929	0.0	0.0	0.72358	0.26713	0.40995051799999993	1.1358024691358022	1.3505112869140814
Rasoul Dehghani:Masoud Haji Akhondzadeh	0.00223	0.0	0.0	0.60648	0.39129	0.48081432600000007	1.2345679012345678	1.3505112869140814
Rasoul Dehghani:Mirsadeghi	0.00207	0.0	0.0	0.15052	0.8474	0.2627409208	0.9800000000000001	1.3505112869140814
Rasoul Dehghani:Rasoul Behravesh	0.03857	0.0	1.0E-5	0.90087	0.06055	0.18797056199999998	1.3400000000000003	1.3505112869140814
Rasoul Dehghani:Rasoul Dehghani Peiman Sadeghi	0.0	0.0	1.0	0.0	0.0	0.0	1.3800000000000001	1.3505112869140814
Rasoul Dehghani:Rasouli	0.9774	0.0	0.01997	0.00263	1.0E-5	0.0444289112	1.2800000000000005	1.3505112869140814
Rasoul Dehghani:Rosie Dehghani Omid	0.97933	0.0	0.01998	6.9E-4	0.0	0.04054064700000001	1.0600000000000003	1.3505112869140814
Rasoul Dehghani:Vafa Dehghani	0.21212	0.0	5.0E-4	0.75917	0.0282	0.39062966479999994	1.2200000000000002	1.3505112869140814
Rasoul Mirtoroghi:Eshraghi	1.0E-5	0.0	0.0	0.00554	0.99445	0.0110583948	0.86	1.3505112869140814
Rasoul Mirtoroghi:Jalal Mirtoroghi	0.3757	0.0	6.0E-5	0.61284	0.01139	0.49176162919999994	1.2800000000000005	1.3505112869140814
Rasoul Mirtoroghi:Mirtoroghi	0.02873	0.0	0.97127	0.0	0.0	0.0558091742	0.96	1.3505112869140814
Rasoul Mirtoroghi:Mohammad Rasoul Barakzai	0.00456	0.0	0.0	0.68811	0.30733	0.43483495499999997	1.1851851851851851	1.3505112869140814
Rasoul Mirtoroghi:Rajaei Toraj	1.0E-5	0.0	0.0	0.01032	0.98968	0.020466788799999996	0.9199999999999999	1.3505112869140814
Rasoul Mirtoroghi:Rasool Mirtoroghi	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.3505112869140814
Rasoul Mirtoroghi:Rasoul	0.09541	0.0	0.90459	0.0	0.0	0.1726138638	0.78	1.3505112869140814
Rasoul Mirtoroghi:Rasoul Sadeghi	0.01251	0.0	0.0	0.98344	0.00405	0.032774194799999996	1.2600000000000002	1.3505112869140814
Rasoul Mirtoroghi:Rasul	0.16768	0.0	0.83223	8.0E-5	0.0	0.27938979519999996	1.2000000000000006	1.3505112869140814
Rasoul Mirtoroghi:Seyyed Rasul Mirtoroghi	0.05213	0.0	0.94777	1.0E-4	0.0	0.09920403419999999	1.6400000000000006	1.3505112869140814
Rasoul Mollagholipour:Aghaeipour	0.0	0.0	0.0	8.7E-4	0.99913	0.0017384861999999999	1.4000000000000001	1.3505112869140814
Rasoul Mollagholipour:Ala Rasoul	0.01932	0.0	0.0	0.66714	0.31354	0.46835881199999996	0.8400000000000001	1.3505112869140814
Rasoul Mollagholipour:Bagherpour	2.6E-4	0.0	0.0	0.0724	0.92734	0.13528091360000002	1.2600000000000002	1.3505112869140814
Rasoul Mollagholipour:Mohammad Rasoul Noorollahi	0.0578	0.0	4.0E-5	0.70989	0.23227	0.4657103598000001	1.6200000000000006	1.3505112869140814
Rasoul Mollagholipour:Mollagholipour	2.7E-4	1.2E-4	0.99961	0.0	0.0	7.798254E-4	0.49999999999999994	1.3505112869140814
Rasoul Mollagholipour:Rasool Mollagholi Poor	0.0	0.99996	4.0E-5	0.0	0.0	7.99968E-5	0.9800000000000002	1.3505112869140814
Rasoul Mollagholipour:Rasool Mollagholipour	0.0	1.0	0.0	0.0	0.0	0.0	0.6600000000000001	1.3505112869140814
Rasoul Mollagholipour:Rasoul	0.0	0.0	1.0	0.0	0.0	0.0	0.7400000000000001	1.3505112869140814
Rasoul Mollagholipour:Rasoul Mollagholipour Karri Han	0.0	0.53827	0.46173	0.0	0.0	0.4970708142	0.48	1.3505112869140814
Rasoul Mollagholipour:Rasoul Sadeghi	0.03954	0.0	3.8E-4	0.93097	0.02911	0.13393771419999997	1.2400000000000002	1.3505112869140814
Rasoul Navidkia:Abdullah Ghulam Rasoul	0.00106	0.0	0.0	0.07816	0.92078	0.148006136	1.0800000000000003	1.3505112869140814
Rasoul Navidkia:Ala Rasoul	0.03565	0.0	5.0E-5	0.96412	1.9E-4	0.0693316616	1.1000000000000005	1.3505112869140814
Rasoul Navidkia:Armando	0.0	0.0	0.0	2.0E-5	0.99998	3.99992E-5	0.18	1.3505112869140814
Rasoul Navidkia:Mohammad Rasoul Barakzai	0.00575	0.0	0.0	0.18482	0.80942	0.31993609880000007	1.3200000000000003	1.3505112869140814
Rasoul Navidkia:Navid	0.06118	0.0	6.0E-5	0.9093	0.02946	0.1722835344	0.8400000000000003	1.3505112869140814
Rasoul Navidkia:Rasoul Ali	0.52735	0.0	0.00386	0.46878	1.0E-5	0.5057620723999999	0.9200000000000002	1.3505112869140814
Rasoul Navidkia:Rasoul Behravesh	0.10634	0.0	3.0E-5	0.89084	0.00279	0.19573527619999997	0.9800000000000002	1.3505112869140814
Rasoul Navidkia:Ruholaah Bigdeli	1.0E-4	0.0	0.0	0.0352	0.9647	0.06830780000000002	0.5	1.3505112869140814
Rasoul Navidkia:Vida	0.0	0.0	0.0	0.00267	0.99732	0.0053256888	1.22	1.3505112869140814
Rasoul Navidkia:Yasser El-Rasoul	0.06682	0.0	8.0E-5	0.92821	0.00489	0.134740943	1.0200000000000002	1.3505112869140814
Razia Bhatti:Abdul Raziq Bugti	0.0	0.0	0.0	1.0	0.0	0.0	1.4044444444444444	1.3505112869140814
Razia Bhatti:Aziz Bhatti Shaheed	6.0E-4	0.0	0.0	0.9994	0.0	0.0011992799999999998	1.184304399524376	1.3505112869140814
Razia Bhatti:Bhati	1.0	0.0	0.0	0.0	0.0	0.0	1.2223543400713435	1.3505112869140814
Razia Bhatti:Bhatti	0.0	0.0	1.0	0.0	0.0	0.0	1.368888888888889	1.3505112869140814
Razia Bhatti:Mukhtar Ahmed Bhatti	0.0	0.0	0.0	0.99796	0.00204	0.0040716768	1.217598097502973	1.3505112869140814
Razia Bhatti:Omer Bhatti	0.0	0.0	0.0	1.0	0.0	0.0	1.1999999999999997	1.3505112869140814
Razia Bhatti:Razia Bhatti Ali	0.0	0.0	1.0	0.0	0.0	0.0	1.1333333333333333	1.3505112869140814
Razia Bhatti:Razia Fasih Ahmad	0.99998	0.0	0.0	0.0	2.0E-5	7.99984E-5	1.4711111111111113	1.3505112869140814
Razia Bhatti:Razia Shaikh	0.0	0.0	0.0	1.0	0.0	0.0	1.2399999999999995	1.3505112869140814
Razia Bhatti:Raziy	1.0	0.0	0.0	0.0	0.0	0.0	1.2844444444444445	1.3505112869140814
Reza Abedini:Abedini	0.03499	0.0	0.96491	1.1E-4	0.0	0.06795666000000002	1.5400000000000005	1.3505112869140814
Reza Abedini:Ali Reza Abedini	0.01595	0.0	0.98405	0.0	0.0	0.031391195	1.2000000000000004	1.3505112869140814
Reza Abedini:Amir Abedini	0.8578	0.0	0.00159	0.13017	0.01045	0.26555162320000003	1.3400000000000003	1.3505112869140814
Reza Abedini:Fardin Abedini	0.00649	0.0	0.0	0.88098	0.11254	0.21264763720000002	0.9200000000000003	1.3505112869140814
Reza Abedini:Matsuda-Abedini	0.02383	0.0	4.0E-5	0.92171	0.05442	0.14959737020000002	1.3000000000000003	1.3505112869140814
Reza Abedini:Reza	3.0E-5	0.0	0.99997	0.0	0.0	5.9998200000000004E-5	1.0200000000000002	1.3505112869140814
Reza Abedini:Reza Ali	0.03081	0.0	0.0	0.90617	0.06302	0.17781844700000002	1.0800000000000003	1.3505112869140814
Reza Abedini:Reza Hosseini	0.21265	0.0	4.0E-5	0.46944	0.31788	0.7686611480000001	1.5800000000000003	1.3505112869140814
Reza Abedini:Roudsar	5.0E-5	0.0	0.0	0.03928	0.96067	0.07566629720000001	0.7799999999999999	1.3505112869140814
Reza Abedini:Udin	0.0	0.0	0.0	5.0E-5	0.99995	9.999500000000001E-5	0.18	1.3505112869140814
Reza Aghsa:Agha Sadiq	0.00637	0.0	0.0	0.64859	0.34504	0.464633643	1.5200000000000005	1.3505112869140814
Reza Aghsa:Aghsa Haruli	0.01142	0.0	0.0	0.84037	0.14821	0.275066759	0.8400000000000001	1.3505112869140814
Reza Aghsa:Al Aghsa Tejarat	0.00528	0.0	0.0	0.43371	0.561	0.5030509176	1.2400000000000002	1.3505112869140814
Reza Aghsa:Aqsa	0.45542	0.0	0.54229	0.00228	1.0E-5	0.5010126234000001	1.1000000000000003	1.3505112869140814
Reza Aghsa:Augita Aghsa Haruli	1.0E-4	0.0	0.0	0.0746	0.9253	0.1384398	0.48	1.3505112869140814
Reza Aghsa:Dr Aghsa	0.02085	0.0	0.97915	0.0	0.0	0.040830555	0.9600000000000002	1.3505112869140814
Reza Aghsa:Pirooz Aghsa	0.06609	0.0	0.0014	0.92704	0.00546	0.13952516960000003	1.2839506172839505	1.3505112869140814
Reza Aghsa:Reza	0.01438	0.0	0.98562	0.0	0.0	0.0283464312	1.2600000000000005	1.3505112869140814
Reza Aghsa:Reza Khan	0.06789	0.0	1.2E-4	0.85351	0.07848	0.2716510302	1.3800000000000003	1.3505112869140814
Reza Aghsa:Reza Sadeghi	0.14281	0.0	3.3E-4	0.83275	0.02412	0.2930414659999999	1.2400000000000002	1.3505112869140814
Reza Aslan:Alan Downey	0.0	0.0	0.0	0.0	1.0	0.0	0.18	1.3505112869140814
Reza Aslan:Ali Reza Ghesghayan	2.4E-4	0.0	0.0	0.78333	0.21643	0.339655995	0.7901234567901234	1.3505112869140814
Reza Aslan:Alireza	0.20953	0.0	2.7E-4	0.59142	0.19878	0.6506407974	1.1875	1.3505112869140814
Reza Aslan:Aslan	0.05282	0.0	0.94634	8.4E-4	0.0	0.1032397976	1.2800000000000002	1.3505112869140814
Reza Aslan:Marco Aslan	0.00405	0.0	0.0	0.99228	0.00367	0.015380257200000002	0.92	1.3505112869140814
Reza Aslan:Resa Aslan	0.0	1.0	0.0	0.0	0.0	0.0	0.691358024691358	1.3505112869140814
Reza Aslan:Reza	0.00632	0.0	0.99368	0.0	0.0	0.012560115200000001	0.8888888888888888	1.3505112869140814
Reza Aslan:Reza Hassanzadeh	0.0055	0.0	0.0	0.93869	0.05581	0.1163299878	1.3333333333333335	1.3505112869140814
Reza Aslan:Reza Hosseini	0.02074	0.0	0.0	0.79564	0.18362	0.34042709600000004	1.4814814814814814	1.3505112869140814
Reza Aslan:Silva	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.3505112869140814
Reza Davari Ardakani:Bahareh Ardakani	0.00238	0.0	0.0	0.71509	0.28253	0.4101622694	0.9200000000000003	1.3505112869140814
Reza Davari Ardakani:Farida Khanum	0.0	0.0	0.0	0.00595	0.99405	0.011829195	1.1600000000000001	1.3505112869140814
Reza Davari Ardakani:Haleh Haerian-Ardakani	0.00477	0.0	0.0	0.59751	0.39773	0.4885842384	0.9800000000000002	1.3505112869140814
Reza Davari Ardakani:Hamed Ardakani	0.02214	0.0	0.0	0.85314	0.12472	0.261629484	1.0800000000000003	1.3505112869140814
Reza Davari Ardakani:Hamid Alemi Ardakani	0.02429	0.0	0.0	0.88946	0.08625	0.20502186679999998	1.2200000000000002	1.3505112869140814
Reza Davari Ardakani:Mohammad Davari	3.8E-4	0.0	0.0	0.31462	0.68499	0.43230340359999997	0.8200000000000001	1.3505112869140814
Reza Davari Ardakani:Mohammad Reza Mahdavi Kani	0.00227	0.0	0.0	0.2944	0.70332	0.4218375376	1.12	1.3505112869140814
Reza Davari Ardakani:Mohammad Reza Mamani	1.6E-4	0.0	0.0	0.09142	0.90842	0.166706156	0.8	1.3505112869140814
Reza Davari Ardakani:Reza Davari	0.00475	5.5E-4	0.9947	0.0	0.0	0.010554270000000001	1.037037037037037	1.3505112869140814
Reza Davari Ardakani:Reza Davari-Ardakani	0.0	1.0	0.0	0.0	0.0	0.0	0.32	1.3505112869140814
Reza Ghadiri:Alireza Ghadiri	0.99999	0.0	1.0E-5	0.0	0.0	1.99998E-5	1.4244444444444442	1.3505112869140814
Reza Ghadiri:Amir Ghadiri	0.99585	0.0	0.0	0.00415	0.0	0.008265555	1.2366230677764571	1.3505112869140814
Reza Ghadiri:Asadi	0.0	0.0	0.0	0.0	1.0	0.0	0.991111111111111	1.3505112869140814
Reza Ghadiri:Ayatollah Hassan Raza Ghadiri	0.0	0.0	1.0	0.0	0.0	0.0	1.2666666666666664	1.3505112869140814
Reza Ghadiri:Bagheri	0.0	0.0	0.0	1.0E-5	0.99999	1.99998E-5	1.2556480380499409	1.3505112869140814
Reza Ghadiri:Mohammad Reza Golzar	0.0	0.0	0.0	0.99971	2.9E-4	5.798318E-4	1.24	1.3505112869140814
Reza Ghadiri:Picuri	0.0	0.0	0.0	0.0	1.0	0.0	0.7990487514863258	1.3505112869140814
Reza Ghadiri:Reza	0.0	0.0	1.0	0.0	0.0	0.0	1.4211248285322355	1.3505112869140814
Reza Ghadiri:Reza Ghadiri-Zare	0.0	0.0	1.0	0.0	0.0	0.0	1.133333333333333	1.3505112869140814
Reza Ghadiri:Reza Sadeghi	1.0	0.0	0.0	0.0	0.0	0.0	1.3647959183673466	1.3505112869140814
Reza Ghoochannejhad:Aghazadeh	0.0	0.0	0.0	0.0	1.0	0.0	0.9422222222222223	1.3505112869140814
Reza Ghoochannejhad:Gholam Reza Pourmand	2.3E-4	0.0	0.0	0.99602	0.00375	0.007931769200000001	1.3650416171224737	1.3505112869140814
Reza Ghoochannejhad:Ghoochannejhad	0.0	0.0	1.0	0.0	0.0	0.0	1.0977777777777775	1.3505112869140814
Reza Ghoochannejhad:Mehdi Ghoochannejhad	0.01093	0.0	0.0	0.98907	0.0	0.021621070200000002	1.1977777777777776	1.3505112869140814
Reza Ghoochannejhad:Mohammad Reza Golzar	0.0	0.0	0.0	0.00198	0.99802	0.0039521592	1.251111111111111	1.3505112869140814
Reza Ghoochannejhad:Reza	0.0	0.0	1.0	0.0	0.0	0.0	1.082222222222222	1.3505112869140814
Reza Ghoochannejhad:Reza Bosagh Zadeh	0.0	0.0	0.0	0.91561	0.08439	0.1545366558	1.2321428571428568	1.3505112869140814
Reza Ghoochannejhad:Reza Ghodssi	9.8E-4	0.0	0.0	0.98318	0.01584	0.033136268	1.364444444444444	1.3505112869140814
Reza Ghoochannejhad:Reza Hassanzadeh	5.4E-4	0.0	0.0	0.98655	0.0129	0.026546328	1.1890606420927472	1.3505112869140814
Reza Ghoochannejhad:Rida	0.0	0.0	0.0	3.0E-5	0.99997	5.9998200000000004E-5	1.1658163265306118	1.3505112869140814
Reza Magholi:Aghode	0.0	0.0	0.0	3.1E-4	0.99969	6.198077999999999E-4	0.9199999999999999	1.3505112869140814
Reza Magholi:Ali Magholi	0.03862	0.0	0.0	0.95238	0.009	0.09209499119999999	1.1600000000000001	1.3505112869140814
Reza Magholi:Hossein Reza Magholi	1.0E-5	0.58684	0.41315	0.0	0.0	0.48493762860000006	0.9	1.3505112869140814
Reza Magholi:Magholi	0.00832	0.0	0.99159	9.0E-5	0.0	0.0168585276	0.64	1.3505112869140814
Reza Magholi:Maghsadi	0.00237	0.0	0.0	0.08182	0.91581	0.158932854	1.4200000000000004	1.3505112869140814
Reza Magholi:Reza Bosagh Zadeh	0.0041	0.0	0.0	0.49502	0.50089	0.5081748956	1.2400000000000007	1.3505112869140814
Reza Magholi:Reza Deghati	0.51679	0.0	9.1E-4	0.48221	9.0E-5	0.5013717476	1.2000000000000006	1.3505112869140814
Reza Magholi:Reza Malekzadeh	0.5043	0.0	0.01917	0.46965	0.00688	0.5501686715999999	1.4000000000000008	1.3505112869140814
Reza Magholi:Rezad Magholi	0.0	0.91793	0.08207	0.0	0.0	0.1506690302	0.6800000000000002	1.3505112869140814
Reza Magholi:Saeed Ramezani	1.0E-5	0.0	0.0	0.01393	0.98605	0.0275110736	1.4000000000000004	1.3505112869140814
Reza Mansouri:Ali Reza Mansouri	2.2E-4	0.0	0.99978	0.0	0.0	4.399032E-4	1.0200000000000002	1.3505112869140814
Reza Mansouri:Alireza	0.0	0.0	0.0	0.00147	0.99853	0.0029356782	0.48	1.3505112869140814
Reza Mansouri:Alireza Mansoori	0.9082	0.0	0.06209	0.02969	1.0E-5	0.1741236476	1.5200000000000005	1.3505112869140814
Reza Mansouri:Ansar	0.0	0.0	0.0	2.9E-4	0.99971	5.798318E-4	0.54320987654321	1.3505112869140814
Reza Mansouri:Fethi Mansouri	0.59425	0.0	0.00741	0.39671	0.00163	0.4972953587999999	1.3333333333333333	1.3505112869140814
Reza Mansouri:Mahmoud Reza Mansouri	0.0	2.0E-5	0.99998	0.0	0.0	3.99992E-5	0.72	1.3505112869140814
Reza Mansouri:Mansour	0.77517	0.0	0.09213	0.1319	8.0E-4	0.3990642662000001	1.037037037037037	1.3505112869140814
Reza Mansouri:Reza Khan	0.07759	0.0	1.0E-5	0.87677	0.04563	0.230272286	1.4814814814814814	1.3505112869140814
Reza Mansouri:Reza Sadeghi	0.03955	0.0	0.0	0.90584	0.05461	0.17922709080000002	1.3000000000000003	1.3505112869140814
Reza Mansouri:Rida	5.8E-4	0.0	0.0	0.09697	0.90245	0.17722732219999998	1.2345679012345678	1.3505112869140814
Reza Nasehi:Alireza Nasehi	0.02726	0.0	0.97274	0.0	0.0	0.053033784800000004	1.6600000000000004	1.3505112869140814
Reza Nasehi:Drohne	0.0	0.0	0.0	1.8E-4	0.99982	3.5993520000000004E-4	0.9199999999999999	1.3505112869140814
Reza Nasehi:Hamid Reza Namazi	0.24972	0.0	2.0E-5	0.74666	0.0036	0.381953944	1.3000000000000003	1.3505112869140814
Reza Nasehi:Mohammed Reza Nasehi	1.6E-4	0.00844	0.9914	0.0	0.0	0.017057481599999997	1.0200000000000002	1.3505112869140814
Reza Nasehi:Nasehi Bahram	0.91524	0.0	0.01022	0.07451	3.0E-5	0.15825867819999997	0.7800000000000002	1.3505112869140814
Reza Nasehi:Nasehi Oskouei	0.00646	0.0	0.0	0.4913	0.50225	0.512836586	1.4000000000000004	1.3505112869140814
Reza Nasehi:Reza Pahlavi	0.74124	2.1E-4	0.06434	0.19336	8.5E-4	0.43587001359999994	1.382716049382716	1.3505112869140814
Reza Nasehi:Reza Sadeghi	0.36537	0.0	7.5E-4	0.62248	0.0114	0.48819124620000004	1.2200000000000002	1.3505112869140814
Reza Nasehi:Roshanak Nasehi	0.52547	1.0E-5	0.20338	0.26976	0.00137	0.7220287900000001	1.08	1.3505112869140814
Reza Nasehi:Seyed Mehdi Nasehi	0.01264	0.0	0.0	0.90481	0.08255	0.1764314558	1.4000000000000004	1.3505112869140814
Reza Ostadi:Ali Reza Ostadi	8.7E-4	0.04683	0.9523	0.0	0.0	0.0910123884	1.3333333333333335	1.3505112869140814
Reza Ostadi:Ayatollah Reza Ostadi	0.0	0.0	1.0	0.0	0.0	0.0	0.6000000000000001	1.3505112869140814
Reza Ostadi:Elham Ostadi	0.1436	0.0	1.0E-5	0.85048	0.00591	0.2577424794	0.8	1.3505112869140814
Reza Ostadi:Maryam Ostadi Moghaddam	1.8E-4	0.0	0.0	0.18063	0.8192	0.29659904280000005	1.4600000000000004	1.3505112869140814
Reza Ostadi:Mohammad Reza Lotfi	0.10131	0.0	0.0	0.85008	0.0486	0.27456564959999996	1.0000000000000002	1.3505112869140814
Reza Ostadi:Mohsen Ostadi	0.01324	0.0	1.0E-5	0.98618	5.6E-4	0.0272879712	1.2600000000000005	1.3505112869140814
Reza Ostadi:Ostadi	2.2E-4	0.0	0.99978	0.0	0.0	4.399032E-4	0.6600000000000001	1.3505112869140814
Reza Ostadi:Rashvand	1.0E-5	0.0	0.0	0.00343	0.99655	0.0068762636	1.0	1.3505112869140814
Reza Ostadi:Reza Badiyi	0.03757	0.0	0.0	0.88079	0.08164	0.22226681099999995	1.1400000000000003	1.3505112869140814
Reza Ostadi:Reza Sadeghi	0.60303	0.0	0.001	0.39262	0.00334	0.4869990396	1.5000000000000007	1.3505112869140814
Reza Shahroudi:Ali Husayni Shahroudi	0.10213	0.0	1.2E-4	0.87521	0.02254	0.22789374299999998	1.037037037037037	1.3505112869140814
Reza Shahroudi:Alireza	0.0	0.0	0.0	4.1E-4	0.99959	8.196637999999999E-4	0.9599999999999999	1.3505112869140814
Reza Shahroudi:Amir Shahroudi	0.04073	0.0	0.0	0.70477	0.2545	0.4576016342	1.0800000000000003	1.3505112869140814
Reza Shahroudi:Ayatollah Mahmoud Hashemi Shahroudi	0.04878	0.0	0.0	0.90259	0.04863	0.1853312694	1.4600000000000004	1.3505112869140814
Reza Shahroudi:Hamid Reza Eyvazi	0.01413	0.0	0.0	0.77323	0.21265	0.36272517680000005	1.5800000000000007	1.3505112869140814
Reza Shahroudi:Kareema Shalal Hamad	1.0E-5	0.0	0.0	0.00787	0.99212	0.015655811	0.7799999999999999	1.3505112869140814
Reza Shahroudi:Rea Shahroudi	0.0	0.08054	0.91946	0.0	0.0	0.1481066168	1.1	1.3505112869140814
Reza Shahroudi:Reza Shadmehr	0.68199	0.0	0.03501	0.28226	7.4E-4	0.4748695046000001	1.2600000000000005	1.3505112869140814
Reza Shahroudi:Shah Gul Rezai	0.00139	0.0	0.0	0.19785	0.80076	0.32186298060000007	1.3000000000000003	1.3505112869140814
Reza Shahroudi:Shahroudi	3.6E-4	2.0E-5	0.99961	0.0	0.0	7.597324E-4	0.32	1.3505112869140814
